,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
34,2021-04-18,15:00,Ligue 1,Matchweek 33,Sun,Away,D,1,1,Brest,1.3,0.4,54.0,,Yannick Cahuzac,3-4-1-2,Karim Abed,Match Report,,7.0,1.0,22.2,0.0,1.0,1.0,2021,Lens
35,2021-04-25,15:00,Ligue 1,Matchweek 34,Sun,Home,W,2,1,Nîmes,0.6,1.6,44.0,,Yannick Cahuzac,3-5-2,Aurélien Petit,Match Report,,7.0,4.0,15.6,0.0,0.0,0.0,2021,Lens
36,2021-05-01,17:00,Ligue 1,Matchweek 35,Sat,Away,L,1,2,Paris S-G,1.6,1.4,41.0,,Yannick Cahuzac,5-3-2,Jérôme Brisard,Match Report,,15.0,3.0,17.6,0.0,0.0,0.0,2021,Lens
37,2021-05-07,21:00,Ligue 1,Matchweek 36,Fri,Home,L,0,3,Lille,1.5,1.3,49.0,,Yannick Cahuzac,5-3-2,Clément Turpin,Match Report,,11.0,5.0,14.1,0.0,0.0,0.0,2021,Lens
38,2021-05-16,21:00,Ligue 1,Matchweek 37,Sun,Away,L,0,3,Bordeaux,1.3,2.5,66.0,,Jean-Louis Leca,5-3-2,Eric Wattellier,Match Report,,14.0,4.0,14.9,0.0,0.0,0.0,2021,Lens
39,2021-05-23,21:00,Ligue 1,Matchweek 38,Sun,Home,D,0,0,Monaco,0.2,1.5,35.0,,Yannick Cahuzac,5-3-2,Jérémie Pignard,Match Report,,4.0,1.0,16.5,0.0,0.0,0.0,2021,Lens
0,2020-08-29,17:00,Ligue 1,Matchweek 2,Sat,Away,L,1,2,Rennes,0.6,1.4,35.0,,Daniel Congré,3-5-1-1,Willy Delajod,Match Report,,10.0,3.0,18.8,0.0,0.0,0.0,2021,Montpellier
1,2020-09-12,17:00,Ligue 1,Matchweek 3,Sat,Home,W,3,1,Nice,1.7,0.7,39.0,,Vitorino Hilton,3-4-1-2,Antony Gautier,Match Report,,20.0,13.0,16.6,2.0,0.0,0.0,2021,Montpellier
2,2020-09-15,21:00,Ligue 1,Matchweek 1,Tue,Home,W,2,1,Lyon,1.8,2.3,44.0,,Vitorino Hilton,3-5-2,François Letexier,Match Report,,9.0,2.0,18.3,0.0,1.0,1.0,2021,Montpellier
3,2020-09-20,15:00,Ligue 1,Matchweek 4,Sun,Home,W,4,1,Angers,1.6,1.1,50.0,,Andy Delort,3-4-1-2,Stéphanie Frappart,Match Report,,14.0,9.0,16.3,0.0,0.0,0.0,2021,Montpellier
4,2020-09-27,15:00,Ligue 1,Matchweek 5,Sun,Away,D,2,2,Dijon,2.4,1.3,61.0,,Vitorino Hilton,3-4-1-2,Aurélien Petit,Match Report,,13.0,3.0,16.8,2.0,1.0,1.0,2021,Montpellier
5,2020-10-04,13:00,Ligue 1,Matchweek 6,Sun,Home,L,0,1,Nîmes,0.8,0.7,53.0,,Vitorino Hilton,3-4-1-2,Benoît Millot,Match Report,,12.0,2.0,17.3,1.0,0.0,0.0,2021,Montpellier
6,2020-10-18,15:00,Ligue 1,Matchweek 7,Sun,Away,D,1,1,Monaco,0.1,2.2,20.0,,Vitorino Hilton,3-4-1-2,Hakim Ben El Hadj Salem,Match Report,,3.0,2.0,18.4,0.0,0.0,0.0,2021,Montpellier
7,2020-10-25,15:00,Ligue 1,Matchweek 8,Sun,Home,L,0,4,Reims,0.3,4.0,33.0,,Vitorino Hilton,3-4-1-2,Willy Delajod,Match Report,,5.0,1.0,28.8,0.0,0.0,0.0,2021,Montpellier
8,2020-11-01,13:00,Ligue 1,Matchweek 9,Sun,Away,W,1,0,Saint-Étienne,0.7,0.7,46.0,,Andy Delort,4-3-3,Jérôme Miguelgorry,Match Report,,10.0,2.0,18.2,0.0,0.0,0.0,2021,Montpellier
9,2020-11-07,17:00,Ligue 1,Matchweek 10,Sat,Away,W,2,0,Bordeaux,1.3,0.6,48.0,,Andy Delort,4-3-3,Antony Gautier,Match Report,,9.0,3.0,16.1,1.0,0.0,0.0,2021,Montpellier
10,2020-11-22,15:00,Ligue 1,Matchweek 11,Sun,Home,W,4,3,Strasbourg,2.8,2.9,57.0,,Andy Delort,4-3-3,Jérôme Brisard,Match Report,,21.0,9.0,15.2,2.0,0.0,0.0,2021,Montpellier
11,2020-11-29,15:00,Ligue 1,Matchweek 12,Sun,Away,W,1,0,Lorient,1.6,0.5,58.0,,Andy Delort,4-1-4-1,Bastien Dechepy,Match Report,,15.0,3.0,16.7,0.0,0.0,1.0,2021,Montpellier
12,2020-12-05,21:00,Ligue 1,Matchweek 13,Sat,Home,L,1,3,Paris S-G,2.1,1.8,35.0,,Daniel Congré,4-3-3,Mikael Lesage,Match Report,,17.0,2.0,18.7,1.0,0.0,0.0,2021,Montpellier
13,2020-12-12,21:00,Ligue 1,Matchweek 14,Sat,Away,W,3,2,Lens,1.1,1.7,41.0,,Andy Delort,4-3-3,Jeremy Stinat,Match Report,,10.0,7.0,15.1,2.0,0.0,0.0,2021,Montpellier
14,2020-12-16,19:00,Ligue 1,Matchweek 15,Wed,Home,L,0,2,Metz,1.1,1.7,59.0,,Andy Delort,4-3-3,Jérémie Pignard,Match Report,,14.0,3.0,18.6,1.0,0.0,0.0,2021,Montpellier
15,2020-12-20,13:00,Ligue 1,Matchweek 16,Sun,Away,D,2,2,Brest,0.8,1.6,45.0,,Vitorino Hilton,5-3-2,Benoît Millot,Match Report,,10.0,4.0,18.6,0.0,0.0,0.0,2021,Montpellier
16,2020-12-23,21:00,Ligue 1,Matchweek 17,Wed,Home,L,2,3,Lille,1.5,1.8,47.0,,Vitorino Hilton,4-2-2-2,Clément Turpin,Match Report,,17.0,6.0,17.5,0.0,0.0,0.0,2021,Montpellier
17,2021-01-06,21:00,Ligue 1,Matchweek 18,Wed,Away,L,1,3,Marseille,1.2,2.3,44.0,,Andy Delort,4-1-2-1-2◆,Stéphanie Frappart,Match Report,,13.0,5.0,18.7,0.0,0.0,0.0,2021,Montpellier
18,2021-01-09,21:00,Ligue 1,Matchweek 19,Sat,Home,D,1,1,Nantes,1.0,1.2,47.0,,Vitorino Hilton,5-3-2,François Letexier,Match Report,,8.0,4.0,11.6,1.0,0.0,0.0,2021,Montpellier
19,2021-01-15,21:00,Ligue 1,Matchweek 20,Fri,Home,L,2,3,Monaco,0.7,2.3,52.0,,Andy Delort,5-3-2,Aurélien Petit,Match Report,,9.0,3.0,16.3,0.0,0.0,0.0,2021,Montpellier
20,2021-01-22,21:00,Ligue 1,Matchweek 21,Fri,Away,L,0,4,Paris S-G,0.4,4.5,28.0,,Vitorino Hilton,4-4-1-1,Willy Delajod,Match Report,,5.0,1.0,25.5,0.0,0.0,0.0,2021,Montpellier
21,2021-01-30,17:00,Ligue 1,Matchweek 22,Sat,Home,L,1,2,Lens,1.4,0.7,56.0,,Vitorino Hilton,5-3-2,Amaury Delerue,Match Report,,17.0,7.0,13.4,2.0,0.0,0.0,2021,Montpellier
22,2021-02-03,19:00,Ligue 1,Matchweek 23,Wed,Away,D,1,1,Metz,1.1,0.9,55.0,,Vitorino Hilton,4-1-4-1,Bastien Dechepy,Match Report,,15.0,3.0,19.7,3.0,0.0,0.0,2021,Montpellier
23,2021-02-07,15:00,Ligue 1,Matchweek 24,Sun,Home,W,4,2,Dijon,4.9,1.5,59.0,,Vitorino Hilton,4-1-4-1,Franck Schneider,Match Report,,24.0,11.0,11.5,0.0,0.0,0.0,2021,Montpellier
25,2021-02-13,21:00,Ligue 1,Matchweek 25,Sat,Away,W,2,1,Lyon,1.5,4.4,45.0,,Vitorino Hilton,4-1-4-1,Antony Gautier,Match Report,,12.0,5.0,18.9,0.0,0.0,0.0,2021,Montpellier
26,2021-02-21,13:00,Ligue 1,Matchweek 26,Sun,Home,W,2,1,Rennes,2.8,2.0,35.0,,Vitorino Hilton,4-1-4-1,Clément Turpin,Match Report,,11.0,7.0,16.4,1.0,0.0,1.0,2021,Montpellier
27,2021-02-28,15:00,Ligue 1,Matchweek 27,Sun,Away,D,0,0,Reims,0.4,0.4,43.0,,Vitorino Hilton,4-1-4-1,François Letexier,Match Report,,9.0,2.0,21.0,0.0,0.0,0.0,2021,Montpellier
28,2021-03-03,21:00,Ligue 1,Matchweek 28,Wed,Home,D,1,1,Lorient,0.8,2.0,54.0,,Vitorino Hilton,4-1-4-1,Benoît Bastien,Match Report,,10.0,4.0,19.9,1.0,0.0,0.0,2021,Montpellier
30,2021-03-14,13:00,Ligue 1,Matchweek 29,Sun,Away,D,1,1,Nîmes,1.0,1.6,61.0,,Vitorino Hilton,4-1-4-1,Eric Wattellier,Match Report,,12.0,5.0,20.4,1.0,0.0,0.0,2021,Montpellier
31,2021-03-21,15:00,Ligue 1,Matchweek 30,Sun,Home,W,3,1,Bordeaux,2.5,1.5,44.0,,Vitorino Hilton,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,23.0,9.0,15.8,2.0,0.0,0.0,2021,Montpellier
32,2021-04-04,13:00,Ligue 1,Matchweek 31,Sun,Away,D,1,1,Angers,2.2,1.1,38.0,,Vitorino Hilton,4-2-3-1,Florent Batta,Match Report,,8.0,3.0,15.5,0.0,0.0,0.0,2021,Montpellier
34,2021-04-10,21:00,Ligue 1,Matchweek 32,Sat,Home,D,3,3,Marseille,2.3,1.6,44.0,,Vitorino Hilton,4-3-3,Jérôme Brisard,Match Report,,20.0,7.0,17.0,1.0,0.0,0.0,2021,Montpellier
35,2021-04-16,21:00,Ligue 1,Matchweek 33,Fri,Away,D,1,1,Lille,0.9,1.3,37.0,,Andy Delort,4-3-3,Benoît Millot,Match Report,,10.0,4.0,20.4,1.0,0.0,0.0,2021,Montpellier
37,2021-04-25,13:00,Ligue 1,Matchweek 34,Sun,Away,L,1,3,Nice,1.4,2.0,42.0,,Andy Delort,4-2-3-1,Bastien Dechepy,Match Report,,14.0,3.0,15.9,1.0,0.0,0.0,2021,Montpellier
38,2021-05-02,17:05,Ligue 1,Matchweek 35,Sun,Home,L,1,2,Saint-Étienne,1.0,2.6,45.0,,Andy Delort,4-2-3-1,Karim Abed,Match Report,,13.0,2.0,16.0,0.0,0.0,0.0,2021,Montpellier
39,2021-05-09,15:00,Ligue 1,Matchweek 36,Sun,Away,W,3,2,Strasbourg,0.7,1.8,43.0,,Vitorino Hilton,4-3-3,Jérôme Miguelgorry,Match Report,,6.0,3.0,17.9,1.0,0.0,0.0,2021,Montpellier
41,2021-05-16,21:00,Ligue 1,Matchweek 37,Sun,Home,D,0,0,Brest,0.6,1.5,41.0,,Vitorino Hilton,4-3-3,Aurélien Petit,Match Report,,4.0,2.0,20.7,0.0,0.0,0.0,2021,Montpellier
42,2021-05-23,21:00,Ligue 1,Matchweek 38,Sun,Away,W,2,1,Nantes,1.1,1.8,51.0,,Vitorino Hilton,4-3-3,Ruddy Buquet,Match Report,,7.0,4.0,16.4,0.0,0.0,1.0,2021,Montpellier
0,2020-08-23,17:00,Ligue 1,Matchweek 1,Sun,Home,W,2,1,Lens,0.2,3.1,57.0,,Dante,4-3-3,Jérôme Miguelgorry,Match Report,,4.0,2.0,25.2,1.0,0.0,0.0,2021,Nice
1,2020-08-29,21:00,Ligue 1,Matchweek 2,Sat,Away,W,2,0,Strasbourg,1.3,0.3,55.0,,Dante,4-3-3,Jérôme Brisard,Match Report,,2.0,1.0,18.4,0.0,1.0,1.0,2021,Nice
2,2020-09-12,17:00,Ligue 1,Matchweek 3,Sat,Away,L,1,3,Montpellier,0.7,1.7,61.0,,Dante,4-3-3,Antony Gautier,Match Report,,9.0,1.0,17.6,1.0,0.0,0.0,2021,Nice
3,2020-09-20,13:00,Ligue 1,Matchweek 4,Sun,Home,L,0,3,Paris S-G,1.0,3.3,50.0,,Dante,4-3-3,Benoît Bastien,Match Report,,14.0,5.0,22.0,2.0,0.0,0.0,2021,Nice
4,2020-09-27,13:00,Ligue 1,Matchweek 5,Sun,Away,D,0,0,Bordeaux,0.8,1.2,54.0,,Dante,4-4-1-1,François Letexier,Match Report,,13.0,2.0,20.9,1.0,0.0,0.0,2021,Nice
5,2020-10-03,21:00,Ligue 1,Matchweek 6,Sat,Home,W,2,1,Nantes,1.6,1.2,73.0,,Dante,4-1-4-1,Jérôme Brisard,Match Report,,19.0,8.0,17.0,1.0,0.0,0.0,2021,Nice
6,2020-10-18,17:00,Ligue 1,Matchweek 7,Sun,Away,W,3,1,Saint-Étienne,2.3,0.8,54.0,,Dante,3-4-3,Amaury Delerue,Match Report,,10.0,5.0,14.1,1.0,0.0,0.0,2021,Nice
8,2020-10-25,17:00,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Lille,1.2,0.6,53.0,,Dante,5-3-2,Franck Schneider,Match Report,,8.0,3.0,12.9,0.0,0.0,0.0,2021,Nice
10,2020-11-01,15:00,Ligue 1,Matchweek 9,Sun,Away,W,3,0,Angers,2.3,0.4,48.0,,Dante,5-4-1,Jeremy Stinat,Match Report,,11.0,4.0,17.6,0.0,1.0,1.0,2021,Nice
12,2020-11-08,17:00,Ligue 1,Matchweek 10,Sun,Home,L,1,2,Monaco,1.0,2.0,63.0,,Pierre Lees-Melou,3-5-2,Karim Abed,Match Report,,8.0,4.0,21.4,0.0,0.0,0.0,2021,Nice
14,2020-11-29,17:00,Ligue 1,Matchweek 12,Sun,Home,L,1,3,Dijon,3.1,0.9,61.0,,Pierre Lees-Melou,4-3-3,François Letexier,Match Report,,22.0,5.0,15.5,0.0,1.0,1.0,2021,Nice
16,2020-12-06,17:00,Ligue 1,Matchweek 13,Sun,Away,D,0,0,Reims,0.7,0.5,65.0,,Morgan Schneiderlin,3-4-3,Stéphanie Frappart,Match Report,,12.0,4.0,20.3,0.0,0.0,0.0,2021,Nice
18,2020-12-13,13:00,Ligue 1,Matchweek 14,Sun,Home,L,0,1,Rennes,0.9,1.3,54.0,,Morgan Schneiderlin,3-4-3,Amaury Delerue,Match Report,,11.0,3.0,19.1,1.0,0.0,0.0,2021,Nice
19,2020-12-16,19:00,Ligue 1,Matchweek 15,Wed,Away,W,2,0,Nîmes,1.8,1.1,55.0,,Morgan Schneiderlin,3-4-3,Ruddy Buquet,Match Report,,14.0,6.0,14.8,0.0,0.0,0.0,2021,Nice
20,2020-12-19,21:00,Ligue 1,Matchweek 16,Sat,Home,L,1,4,Lyon,0.9,3.3,55.0,,Walter Benítez,3-4-3,Antony Gautier,Match Report,,8.0,1.0,16.9,0.0,0.0,0.0,2021,Nice
21,2020-12-23,19:00,Ligue 1,Matchweek 17,Wed,Home,D,2,2,Lorient,0.6,2.6,43.0,,Morgan Schneiderlin,3-4-3,Aurélien Petit,Match Report,,3.0,3.0,13.4,0.0,0.0,0.0,2021,Nice
22,2021-01-06,19:00,Ligue 1,Matchweek 18,Wed,Away,L,0,2,Brest,1.5,1.2,61.0,,Morgan Schneiderlin,3-1-4-2,Jeremy Stinat,Match Report,,12.0,6.0,16.6,0.0,0.0,0.0,2021,Nice
23,2021-01-09,21:00,Ligue 1,Matchweek 19,Sat,Away,D,1,1,Metz,1.3,1.2,56.0,,Walter Benítez,3-1-4-2,Johan Hamel,Match Report,,10.0,3.0,25.1,1.0,1.0,1.0,2021,Nice
24,2021-01-17,15:00,Ligue 1,Matchweek 20,Sun,Home,L,0,3,Bordeaux,0.9,2.5,50.0,,Walter Benítez,3-1-4-2,Thomas Léonard,Match Report,,10.0,1.0,17.7,0.0,0.0,0.0,2021,Nice
25,2021-01-23,17:00,Ligue 1,Matchweek 21,Sat,Away,W,1,0,Lens,0.6,1.3,45.0,,Pierre Lees-Melou,3-1-4-2,Hakim Ben El Hadj Salem,Match Report,,7.0,2.0,20.4,0.0,0.0,0.0,2021,Nice
26,2021-01-31,13:00,Ligue 1,Matchweek 22,Sun,Home,L,0,1,Saint-Étienne,0.5,1.4,46.0,,Pierre Lees-Melou,3-1-4-2,Franck Schneider,Match Report,,7.0,2.0,18.8,2.0,0.0,0.0,2021,Nice
27,2021-02-03,21:00,Ligue 1,Matchweek 23,Wed,Away,L,1,2,Monaco,0.4,2.6,58.0,,Pierre Lees-Melou,4-1-4-1,Jérôme Brisard,Match Report,,5.0,2.0,19.7,0.0,0.0,0.0,2021,Nice
28,2021-02-07,15:00,Ligue 1,Matchweek 24,Sun,Home,W,3,0,Angers,1.2,0.9,51.0,,Pierre Lees-Melou,4-3-3,Jérôme Miguelgorry,Match Report,,11.0,2.0,15.5,0.0,0.0,0.0,2021,Nice
30,2021-02-13,17:00,Ligue 1,Matchweek 25,Sat,Away,L,1,2,Paris S-G,1.0,2.6,45.0,,Pierre Lees-Melou,4-1-4-1,Jérémie Pignard,Match Report,,13.0,5.0,17.8,0.0,0.0,0.0,2021,Nice
31,2021-02-17,21:00,Ligue 1,Matchweek 11,Wed,Away,L,2,3,Marseille,1.3,0.7,55.0,,Pierre Lees-Melou,4-1-4-1,Mikael Lesage,Match Report,,10.0,4.0,16.6,1.0,0.0,0.0,2021,Nice
32,2021-02-21,15:00,Ligue 1,Matchweek 26,Sun,Home,L,1,2,Metz,1.2,1.2,65.0,,Pierre Lees-Melou,4-3-3,Jeremy Stinat,Match Report,,11.0,2.0,22.4,1.0,1.0,1.0,2021,Nice
33,2021-02-26,21:00,Ligue 1,Matchweek 27,Fri,Away,W,2,1,Rennes,1.9,0.9,39.0,,Morgan Schneiderlin,4-4-2,Johan Hamel,Match Report,,13.0,6.0,19.7,0.0,1.0,1.0,2021,Nice
34,2021-03-03,19:00,Ligue 1,Matchweek 28,Wed,Home,W,2,1,Nîmes,1.4,2.4,54.0,,Morgan Schneiderlin,4-1-4-1,Hakim Ben El Hadj Salem,Match Report,,10.0,4.0,15.4,0.0,0.0,0.0,2021,Nice
36,2021-03-14,15:00,Ligue 1,Matchweek 29,Sun,Away,D,1,1,Lorient,0.5,2.2,51.0,,Pierre Lees-Melou,4-2-3-1,Ruddy Buquet,Match Report,,6.0,2.0,22.2,0.0,0.0,0.0,2021,Nice
37,2021-03-20,17:00,Ligue 1,Matchweek 30,Sat,Home,W,3,0,Marseille,2.4,0.4,43.0,,Morgan Schneiderlin,4-3-3,François Letexier,Match Report,,17.0,7.0,16.2,0.0,0.0,0.0,2021,Nice
38,2021-04-04,15:00,Ligue 1,Matchweek 31,Sun,Away,W,2,1,Nantes,2.5,1.5,50.0,,Pierre Lees-Melou,4-3-3,Stéphanie Frappart,Match Report,,16.0,7.0,19.2,0.0,1.0,1.0,2021,Nice
39,2021-04-11,15:00,Ligue 1,Matchweek 32,Sun,Home,D,0,0,Reims,0.6,0.5,54.0,,Morgan Schneiderlin,4-3-3,Jeremy Stinat,Match Report,,13.0,2.0,20.2,1.0,0.0,0.0,2021,Nice
40,2021-04-18,15:00,Ligue 1,Matchweek 33,Sun,Away,L,0,2,Dijon,0.7,1.6,57.0,,Pierre Lees-Melou,4-3-3,Johan Hamel,Match Report,,10.0,2.0,14.1,0.0,0.0,0.0,2021,Nice
41,2021-04-25,13:00,Ligue 1,Matchweek 34,Sun,Home,W,3,1,Montpellier,2.0,1.4,58.0,,Morgan Schneiderlin,4-1-4-1,Bastien Dechepy,Match Report,,18.0,8.0,16.8,0.0,0.0,0.0,2021,Nice
42,2021-05-01,21:00,Ligue 1,Matchweek 35,Sat,Away,L,0,2,Lille,0.0,0.8,45.0,,Morgan Schneiderlin,4-1-4-1,Amaury Delerue,Match Report,,0.0,0.0,,0.0,0.0,0.0,2021,Nice
43,2021-05-09,15:00,Ligue 1,Matchweek 36,Sun,Home,W,3,2,Brest,2.9,0.9,63.0,,Pierre Lees-Melou,4-1-4-1,Thomas Léonard,Match Report,,14.0,5.0,11.2,1.0,0.0,0.0,2021,Nice
44,2021-05-16,21:00,Ligue 1,Matchweek 37,Sun,Home,L,0,2,Strasbourg,0.9,1.9,72.0,,Morgan Schneiderlin,4-1-4-1,Mikael Lesage,Match Report,,7.0,3.0,17.1,1.0,0.0,0.0,2021,Nice
45,2021-05-23,21:00,Ligue 1,Matchweek 38,Sun,Away,W,3,2,Lyon,1.6,1.4,45.0,,Pierre Lees-Melou,4-1-4-1,Benoît Millot,Match Report,,14.0,6.0,16.5,1.0,0.0,0.0,2021,Nice
0,2020-08-30,15:00,Ligue 1,Matchweek 2,Sun,Home,L,0,1,Monaco,0.7,0.2,54.0,4463.0,John Boye,4-3-3,Jeremy Stinat,Match Report,,14.0,4.0,21.6,3.0,0.0,0.0,2021,Metz
1,2020-09-13,13:00,Ligue 1,Matchweek 3,Sun,Away,L,0,1,Lille,0.8,1.5,39.0,,John Boye,5-4-1,Jérémie Pignard,Match Report,,5.0,1.0,8.0,0.0,0.0,0.0,2021,Metz
2,2020-09-16,21:00,Ligue 1,Matchweek 1,Wed,Away,L,0,1,Paris S-G,0.9,2.2,29.0,,John Boye,3-4-1-2,Mikael Lesage,Match Report,,7.0,1.0,17.9,0.0,0.0,0.0,2021,Metz
3,2020-09-20,15:00,Ligue 1,Matchweek 4,Sun,Home,W,2,1,Reims,1.7,1.2,59.0,,John Boye,4-3-3,Johan Hamel,Match Report,,14.0,4.0,20.2,1.0,0.0,0.0,2021,Metz
4,2020-09-26,21:00,Ligue 1,Matchweek 5,Sat,Away,D,1,1,Marseille,1.1,0.9,40.0,,John Boye,4-4-2,Eric Wattellier,Match Report,,14.0,3.0,19.3,1.0,0.0,0.0,2021,Metz
5,2020-10-04,15:00,Ligue 1,Matchweek 6,Sun,Home,W,3,1,Lorient,1.6,0.7,58.0,,John Boye,4-2-3-1,Jérôme Miguelgorry,Match Report,,15.0,7.0,20.8,1.0,1.0,1.0,2021,Metz
6,2020-10-18,15:00,Ligue 1,Matchweek 7,Sun,Away,D,1,1,Angers,1.1,1.1,53.0,,John Boye,4-2-3-1,Aurélien Petit,Match Report,,7.0,3.0,20.0,2.0,0.0,0.0,2021,Metz
7,2020-10-25,15:00,Ligue 1,Matchweek 8,Sun,Home,W,2,0,Saint-Étienne,0.4,0.5,43.0,5000.0,John Boye,4-3-3,Karim Abed,Match Report,,6.0,3.0,23.4,2.0,0.0,0.0,2021,Metz
8,2020-11-01,15:00,Ligue 1,Matchweek 9,Sun,Away,W,1,0,Nîmes,0.8,0.9,33.0,,Dylan Bronn,4-2-3-1,Amaury Delerue,Match Report,,8.0,5.0,20.0,2.0,0.0,0.0,2021,Metz
9,2020-11-08,15:00,Ligue 1,Matchweek 10,Sun,Home,D,1,1,Dijon,2.2,2.0,45.0,,John Boye,4-2-3-1,Willy Delajod,Match Report,,14.0,3.0,19.9,2.0,0.0,1.0,2021,Metz
10,2020-11-22,13:00,Ligue 1,Matchweek 11,Sun,Away,D,1,1,Nantes,1.3,1.3,34.0,,John Boye,4-3-3,Benoît Millot,Match Report,,10.0,3.0,19.9,0.0,1.0,1.0,2021,Metz
11,2020-11-29,15:00,Ligue 1,Matchweek 12,Sun,Home,L,0,2,Brest,0.9,1.5,46.0,,John Boye,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,15.0,6.0,20.6,2.0,0.0,0.0,2021,Metz
12,2020-12-06,21:00,Ligue 1,Matchweek 13,Sun,Home,L,1,3,Lyon,1.5,1.6,46.0,,John Boye,4-3-3,Karim Abed,Match Report,,11.0,4.0,22.4,1.0,0.0,1.0,2021,Metz
13,2020-12-13,15:00,Ligue 1,Matchweek 14,Sun,Away,D,2,2,Strasbourg,1.7,1.1,43.0,,Dylan Bronn,3-1-4-2,François Letexier,Match Report,,4.0,1.0,26.2,0.0,1.0,2.0,2021,Metz
14,2020-12-16,19:00,Ligue 1,Matchweek 15,Wed,Away,W,2,0,Montpellier,1.7,1.1,41.0,,John Boye,5-3-2,Jérémie Pignard,Match Report,,8.0,4.0,21.4,0.0,1.0,1.0,2021,Metz
15,2020-12-19,17:00,Ligue 1,Matchweek 16,Sat,Home,W,2,0,Lens,1.0,1.2,39.0,,John Boye,3-4-1-2,Amaury Delerue,Match Report,,12.0,4.0,16.7,0.0,0.0,0.0,2021,Metz
16,2020-12-23,19:00,Ligue 1,Matchweek 17,Wed,Away,L,0,1,Rennes,1.4,0.9,38.0,,John Boye,4-4-1-1,Florent Batta,Match Report,,9.0,4.0,17.4,0.0,0.0,0.0,2021,Metz
17,2021-01-06,19:00,Ligue 1,Matchweek 18,Wed,Home,D,0,0,Bordeaux,0.9,1.2,43.0,,John Boye,5-4-1,Antony Gautier,Match Report,,9.0,3.0,15.8,0.0,0.0,0.0,2021,Metz
18,2021-01-09,21:00,Ligue 1,Matchweek 19,Sat,Home,D,1,1,Nice,1.2,1.3,44.0,,John Boye,5-4-1,Johan Hamel,Match Report,,16.0,5.0,22.5,0.0,0.0,0.0,2021,Metz
19,2021-01-17,21:00,Ligue 1,Matchweek 20,Sun,Away,W,1,0,Lyon,1.9,1.5,36.0,,John Boye,3-4-1-2,Stéphanie Frappart,Match Report,,18.0,3.0,20.0,0.0,0.0,0.0,2021,Metz
20,2021-01-24,15:00,Ligue 1,Matchweek 21,Sun,Home,W,2,0,Nantes,1.0,0.4,43.0,,John Boye,3-4-1-2,Jérôme Miguelgorry,Match Report,,14.0,4.0,24.9,1.0,0.0,0.0,2021,Metz
21,2021-01-31,15:00,Ligue 1,Matchweek 22,Sun,Away,W,4,2,Brest,1.6,1.3,38.0,,John Boye,3-4-1-2,Benoît Millot,Match Report,,14.0,5.0,24.5,1.0,1.0,1.0,2021,Metz
22,2021-02-03,19:00,Ligue 1,Matchweek 23,Wed,Home,D,1,1,Montpellier,0.9,1.1,45.0,,John Boye,3-4-1-2,Bastien Dechepy,Match Report,,17.0,6.0,20.3,0.0,0.0,0.0,2021,Metz
23,2021-02-07,15:00,Ligue 1,Matchweek 24,Sun,Away,L,0,1,Saint-Étienne,0.4,0.7,51.0,,John Boye,3-4-1-2,Ruddy Buquet,Match Report,,10.0,0.0,24.0,0.0,0.0,0.0,2021,Metz
25,2021-02-14,15:00,Ligue 1,Matchweek 25,Sun,Home,L,1,2,Strasbourg,1.7,1.5,45.0,,John Boye,3-4-3,Mikael Lesage,Match Report,,14.0,2.0,18.1,1.0,0.0,0.0,2021,Metz
26,2021-02-21,15:00,Ligue 1,Matchweek 26,Sun,Away,W,2,1,Nice,1.2,1.2,35.0,,John Boye,3-4-3,Jeremy Stinat,Match Report,,11.0,4.0,17.7,1.0,0.0,0.0,2021,Metz
27,2021-02-27,13:00,Ligue 1,Matchweek 27,Sat,Away,W,2,1,Bordeaux,2.0,0.9,49.0,,John Boye,3-4-1-2,Aurélien Petit,Match Report,,15.0,5.0,13.1,0.0,0.0,0.0,2021,Metz
28,2021-03-03,19:00,Ligue 1,Matchweek 28,Wed,Home,L,0,1,Angers,0.8,1.1,65.0,,John Boye,3-4-1-2,Johan Hamel,Match Report,,15.0,2.0,20.6,2.0,0.0,0.0,2021,Metz
30,2021-03-14,15:00,Ligue 1,Matchweek 29,Sun,Away,D,2,2,Lens,1.5,2.2,47.0,,John Boye,3-1-4-2,Florent Batta,Match Report,,6.0,3.0,20.0,0.0,1.0,1.0,2021,Metz
31,2021-03-20,13:00,Ligue 1,Matchweek 30,Sat,Home,L,1,3,Rennes,0.7,2.0,52.0,,John Boye,3-4-1-2,Willy Delajod,Match Report,,14.0,2.0,20.0,0.0,0.0,0.0,2021,Metz
32,2021-04-03,13:00,Ligue 1,Matchweek 31,Sat,Away,L,0,4,Monaco,0.3,2.4,39.0,,John Boye,3-4-1-2,Johan Hamel,Match Report,,6.0,1.0,21.0,1.0,0.0,0.0,2021,Metz
34,2021-04-09,21:00,Ligue 1,Matchweek 32,Fri,Home,L,0,2,Lille,2.1,0.6,50.0,,John Boye,3-4-3,Clément Turpin,Match Report,,17.0,6.0,22.0,1.0,0.0,1.0,2021,Metz
